@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {music,speech}

@DATA
0.093072,0.024948,2.879496,0.151773,0.163857,0.675101,0.010527,0.120650,-28.440660,1.814789,0.175221,0.212380,-0.235524,-0.147958,0.235784,0.135304,-0.025425,0.128252,-0.249304,0.246269,-0.110517,0.013751,0.006301,0.019859,0.008162,0.022875,0.019110,0.042631,0.001653,0.005249,0.015179,0.019106,0.003927,0.021367,0.060771,0.023162,0.507604,0.061873,0.049418,0.511459,0.007239,0.089865,4.925877,1.016773,0.716542,0.448700,0.503028,0.435155,0.379182,0.277644,0.294115,0.241861,0.246281,0.259372,0.243969,0.017853,0.009322,0.021924,0.011133,0.023488,0.026726,0.036720,0.002282,0.007236,0.020346,0.024120,0.005134,0.011867,speech
0.073268,0.020865,2.853331,0.156494,0.174847,0.493482,0.014366,0.084305,-29.569755,2.121407,0.313394,-0.054680,-0.080499,0.101279,0.085530,-0.048504,-0.040971,-0.170205,0.090150,-0.189347,-0.044742,0.028295,0.002389,0.025708,0.009551,0.032155,0.007674,0.039028,0.002220,0.005429,0.024465,0.028382,0.003943,0.031978,0.058649,0.019171,0.574485,0.056797,0.048254,0.449606,0.011821,0.099016,4.418061,0.938386,0.567737,0.507538,0.386113,0.295040,0.307838,0.334579,0.288089,0.279201,0.278836,0.302027,0.324411,0.038543,0.003451,0.037338,0.019920,0.033258,0.015339,0.047771,0.004154,0.008597,0.031941,0.034626,0.006721,0.015445,speech
0.079595,0.032156,2.960726,0.161025,0.170665,0.693827,0.013216,0.119722,-28.718634,1.989443,0.321863,0.005719,0.154140,-0.055001,0.169349,-0.003020,0.015237,-0.060872,-0.069044,0.022271,-0.015109,0.023350,0.003520,0.042089,0.010396,0.033717,0.009898,0.026753,0.003948,0.005414,0.011608,0.016617,0.003530,0.025128,0.057411,0.026710,0.406747,0.064424,0.040421,0.487425,0.011463,0.091354,4.485330,1.052737,0.848740,0.497336,0.531257,0.363421,0.327703,0.292604,0.277739,0.240846,0.220114,0.190649,0.218691,0.031066,0.004663,0.045885,0.014242,0.026934,0.012065,0.030629,0.007746,0.008057,0.014383,0.019016,0.005160,0.013547,speech
0.081368,0.023140,2.985531,0.164086,0.174835,0.688732,0.010917,0.099896,-29.852567,2.161801,0.447264,0.011470,0.002820,0.037119,0.117313,0.016390,0.102852,0.026711,-0.026340,0.038764,-0.009110,0.007748,0.002531,0.016027,0.007442,0.044551,0.008760,0.045413,0.001920,0.006981,0.025884,0.017736,0.003335,0.026278,0.058973,0.020794,0.388245,0.065721,0.043994,0.502698,0.008222,0.087053,4.529427,0.951730,0.689432,0.439307,0.337083,0.285826,0.294765,0.273994,0.226696,0.231753,0.198049,0.192764,0.194219,0.008742,0.003706,0.017599,0.011697,0.037108,0.012671,0.042695,0.002931,0.009978,0.026940,0.020402,0.004199,0.011549,speech
0.085421,0.024083,2.949952,0.159403,0.172660,0.731129,0.012690,0.095994,-29.756884,1.888340,0.439439,0.212040,0.128517,0.062515,0.008284,0.149060,0.063074,-0.014017,-0.055694,0.038633,0.001024,0.014160,0.003526,0.049844,0.014769,0.034287,0.006032,0.038043,0.001564,0.003091,0.007295,0.030794,0.003055,0.027503,0.067620,0.026576,0.360424,0.070424,0.044788,0.616476,0.010950,0.090952,5.232819,1.016630,0.715424,0.418059,0.388875,0.320698,0.276493,0.270891,0.226747,0.218234,0.217520,0.205420,0.182309,0.018627,0.005587,0.044395,0.020751,0.035129,0.007003,0.043628,0.002102,0.003668,0.007947,0.036943,0.004492,0.014440,speech
0.102997,0.018605,2.928659,0.172660,0.177974,0.747962,0.009606,0.106093,-29.847544,1.857690,-0.008441,0.182123,0.083018,0.075803,0.088495,0.023208,0.129916,0.073653,-0.002640,-0.084133,-0.023250,0.010230,0.003458,0.018005,0.012271,0.029361,0.006048,0.035397,0.002107,0.007561,0.020077,0.012823,0.004245,0.020021,0.066824,0.018517,0.493002,0.064387,0.040293,0.552915,0.006756,0.082686,4.786639,1.099224,0.706897,0.447700,0.371900,0.314959,0.286935,0.327960,0.230440,0.256275,0.189783,0.236758,0.197466,0.013521,0.003431,0.024287,0.020304,0.031104,0.006985,0.033134,0.002842,0.011479,0.023994,0.013598,0.005519,0.010347,speech
0.107721,0.015351,2.950638,0.177555,0.171492,0.713407,0.010607,0.106095,-30.002515,1.862175,-0.047101,0.135665,0.049354,0.107757,0.037558,0.100965,0.070019,-0.053938,-0.052964,-0.043474,0.011020,0.012172,0.004466,0.014753,0.009320,0.019414,0.007137,0.026878,0.001802,0.004434,0.031721,0.026831,0.005153,0.020623,0.084647,0.014540,0.484574,0.078959,0.041692,0.556354,0.008808,0.101577,4.549795,1.115992,0.757427,0.541199,0.345333,0.354318,0.280910,0.279518,0.229678,0.220985,0.199200,0.205548,0.237885,0.016947,0.007349,0.016189,0.012841,0.021108,0.010566,0.028241,0.002528,0.005190,0.032857,0.034183,0.006949,0.011910,speech
0.135324,0.024370,2.863303,0.202069,0.199333,1.082019,0.023857,0.201750,-28.821218,3.095633,0.084485,0.076382,-0.329498,0.054190,0.006329,0.210900,-0.111434,-0.077667,-0.117875,0.067833,-0.006957,0.018056,0.005759,0.047415,0.020304,0.029852,0.016429,0.051692,0.001908,0.007450,0.016615,0.026201,0.006886,0.030639,0.098057,0.027971,0.491134,0.075440,0.043709,0.603095,0.015516,0.163931,3.344382,0.929787,0.713598,0.392599,0.459485,0.280727,0.298902,0.273272,0.291130,0.246132,0.255192,0.237129,0.234709,0.022902,0.008181,0.043475,0.029143,0.030249,0.018697,0.042561,0.003232,0.009813,0.016260,0.027547,0.009801,0.015213,speech
0.125323,0.021212,2.936692,0.209385,0.210238,0.822711,0.017429,0.191167,-28.343671,2.398127,0.256518,0.057791,-0.373085,0.069056,0.004375,0.232474,-0.134690,-0.065956,-0.145122,0.085004,-0.020609,0.016244,0.005675,0.039602,0.018547,0.026444,0.015007,0.043465,0.001884,0.006967,0.014468,0.024002,0.006623,0.026917,0.124560,0.024604,0.378424,0.110356,0.045069,0.728409,0.011570,0.225183,3.334887,1.014661,0.767933,0.400618,0.488027,0.290144,0.293174,0.289192,0.319126,0.235337,0.263047,0.235292,0.242417,0.022065,0.008046,0.039794,0.027816,0.029416,0.018007,0.041031,0.003092,0.009371,0.015649,0.027303,0.009730,0.016059,speech
0.116862,0.019576,2.834882,0.200111,0.199327,0.766743,0.017313,0.182505,-26.595648,2.386504,0.431693,0.099186,-0.482368,0.107847,-0.008577,0.088249,-0.002263,-0.043896,-0.112542,0.053366,-0.076614,0.017840,0.006370,0.031504,0.019157,0.026594,0.015833,0.028304,0.002115,0.006597,0.019763,0.027998,0.007724,0.023082,0.109279,0.022459,0.453814,0.106543,0.044331,0.692573,0.011161,0.203051,3.078465,1.046759,0.727750,0.373827,0.471658,0.289243,0.320455,0.254114,0.298017,0.258899,0.224642,0.222513,0.255352,0.020706,0.007959,0.029174,0.020080,0.025998,0.022115,0.028237,0.004181,0.008320,0.019861,0.028980,0.011202,0.011618,speech
0.116492,0.018101,2.833159,0.198691,0.198515,0.758664,0.017588,0.182286,-26.760987,2.441821,0.405675,0.120033,-0.511203,0.134287,-0.030389,0.100895,-0.014363,-0.034920,-0.118414,0.059055,-0.083249,0.017883,0.006347,0.031536,0.019142,0.026609,0.015858,0.028352,0.002126,0.006569,0.019808,0.027997,0.007733,0.023098,0.109769,0.020779,0.454924,0.107959,0.045628,0.691283,0.011314,0.203690,3.080087,1.058896,0.759445,0.388344,0.486548,0.296347,0.316963,0.264504,0.302108,0.263998,0.231556,0.227254,0.259952,0.020759,0.007947,0.029203,0.020098,0.025995,0.022085,0.028191,0.004240,0.008296,0.019861,0.029007,0.011217,0.011604,speech
0.116448,0.018322,2.832805,0.198783,0.198589,0.758853,0.017595,0.182068,-26.751417,2.445477,0.407677,0.117512,-0.513796,0.135465,-0.029052,0.101975,-0.015215,-0.036706,-0.116406,0.058193,-0.083574,0.017884,0.006331,0.031557,0.019177,0.026612,0.015883,0.028355,0.002131,0.006575,0.019790,0.027965,0.007736,0.023103,0.109644,0.021045,0.454633,0.108034,0.045727,0.691060,0.011301,0.203487,3.083837,1.063236,0.766494,0.384216,0.491535,0.297728,0.316038,0.260313,0.302463,0.266868,0.236528,0.229778,0.262490,0.020764,0.007906,0.029193,0.020108,0.026002,0.022116,0.028250,0.004254,0.008293,0.019842,0.029004,0.011229,0.011611,speech
0.118643,0.021323,2.846207,0.202802,0.203200,0.764779,0.018077,0.183661,-26.543358,2.439536,0.432857,0.124619,-0.493886,0.107601,-0.055240,0.109207,-0.011232,-0.015137,-0.113444,0.038472,-0.096840,0.017690,0.006839,0.030019,0.019871,0.026573,0.016133,0.028311,0.002090,0.006451,0.019757,0.027849,0.008037,0.022928,0.111704,0.024223,0.442748,0.110072,0.046594,0.687247,0.012211,0.205305,3.017800,1.077307,0.788472,0.381176,0.516072,0.308037,0.311286,0.265329,0.311123,0.293855,0.241523,0.252277,0.247682,0.020509,0.008382,0.029216,0.021095,0.025137,0.022059,0.028942,0.004101,0.008380,0.019166,0.028747,0.011363,0.011501,speech
0.083134,0.016768,2.892167,0.163064,0.173416,0.532435,0.011059,0.102521,-29.674737,2.072246,0.118994,-0.067362,-0.097186,-0.071472,0.154265,0.023344,0.089058,-0.077892,0.014906,-0.024426,-0.024120,0.008976,0.002668,0.017020,0.010253,0.032262,0.005447,0.030216,0.002205,0.009684,0.027780,0.024241,0.003450,0.022658,0.070894,0.018672,0.496489,0.067228,0.037770,0.467943,0.009035,0.104526,4.390571,0.898395,0.725528,0.497108,0.363045,0.366030,0.247940,0.292462,0.258983,0.244056,0.198587,0.205120,0.201238,0.011714,0.004204,0.016983,0.014980,0.030959,0.008430,0.029853,0.003939,0.011114,0.026733,0.028058,0.005560,0.011511,speech
0.092684,0.023252,2.869503,0.151370,0.167511,0.546523,0.012982,0.098781,-29.663206,2.224814,-0.164928,-0.047699,0.002688,-0.134518,0.007189,0.039821,0.071344,-0.063616,-0.044179,-0.111456,-0.155871,0.027229,0.004196,0.022859,0.007580,0.019919,0.005416,0.031664,0.002580,0.006505,0.027037,0.034324,0.007626,0.025334,0.076562,0.023663,0.468757,0.068495,0.039674,0.491859,0.010802,0.099581,4.570023,1.026607,0.759410,0.507812,0.345324,0.312134,0.241691,0.294288,0.212372,0.229327,0.235742,0.237310,0.269435,0.035615,0.006235,0.023214,0.012417,0.021242,0.007630,0.028117,0.004636,0.011504,0.031855,0.034605,0.013051,0.012599,speech
0.107626,0.024467,2.756795,0.188092,0.194757,0.891685,0.032677,0.158929,-28.114081,3.196325,0.132074,0.107703,-0.466255,0.048915,0.040559,-0.127571,-0.063492,-0.228315,-0.087108,-0.116701,-0.192277,0.040047,0.004862,0.042446,0.019804,0.026436,0.017009,0.046121,0.001976,0.005685,0.020722,0.030981,0.007042,0.034875,0.070642,0.029968,0.581289,0.064924,0.043354,0.569298,0.028242,0.135018,3.525912,0.940909,0.532638,0.481015,0.400267,0.305197,0.297829,0.302993,0.273570,0.299256,0.290338,0.297242,0.307597,0.049444,0.007030,0.043003,0.024550,0.035423,0.027949,0.045748,0.004065,0.006728,0.024050,0.037784,0.010577,0.016351,speech
0.162113,0.020221,2.862609,0.245545,0.218166,0.742042,0.025657,0.240661,-27.753378,2.579967,0.270515,0.103534,-0.479833,0.058552,0.076929,-0.189958,-0.024076,-0.239270,-0.070071,-0.098150,-0.231745,0.033735,0.004255,0.033773,0.016993,0.022826,0.014792,0.040439,0.001956,0.005160,0.017776,0.026681,0.006405,0.030515,0.198645,0.023563,0.464102,0.179746,0.057979,0.775970,0.023204,0.312368,3.425296,1.036579,0.551547,0.497880,0.403762,0.312493,0.317182,0.315096,0.273860,0.312926,0.287791,0.317457,0.317959,0.047944,0.006788,0.038020,0.023663,0.034567,0.027367,0.043923,0.004427,0.006196,0.022706,0.036300,0.009972,0.018419,speech
0.162674,0.013272,2.895098,0.248641,0.220819,0.849022,0.020286,0.242288,-29.183281,2.277903,0.363706,0.116624,-0.447148,0.148448,0.048602,-0.181992,0.019867,-0.231631,-0.038216,-0.088082,-0.075695,0.015667,0.004450,0.028428,0.016184,0.024466,0.013605,0.057415,0.001465,0.006455,0.021997,0.022778,0.004008,0.029164,0.168081,0.015918,0.416954,0.151913,0.045239,0.764115,0.015836,0.273390,3.206922,1.058479,0.575037,0.468941,0.427954,0.329549,0.286595,0.329172,0.303634,0.280833,0.292073,0.274874,0.238853,0.025909,0.007171,0.026201,0.023110,0.036237,0.022001,0.054356,0.001999,0.009308,0.029283,0.029127,0.005694,0.016684,speech
0.162150,0.013500,2.895320,0.247944,0.220885,0.841281,0.020545,0.242010,-29.209357,2.317450,0.347205,0.123814,-0.461617,0.156386,0.047649,-0.187850,0.025473,-0.238817,-0.034373,-0.091596,-0.076662,0.015674,0.004445,0.028450,0.016163,0.024467,0.013611,0.057604,0.001458,0.006447,0.022024,0.022801,0.004004,0.029215,0.168581,0.016194,0.416040,0.152697,0.046001,0.762190,0.015998,0.273643,3.207119,1.064344,0.589854,0.482091,0.434307,0.332720,0.290949,0.334117,0.306724,0.285081,0.292775,0.275706,0.242649,0.025936,0.007184,0.026235,0.023055,0.036232,0.022015,0.054363,0.001989,0.009328,0.029316,0.029153,0.005693,0.016676,speech
0.162174,0.013383,2.895656,0.247851,0.220914,0.840305,0.020596,0.241913,-29.228764,2.324843,0.343156,0.125029,-0.465277,0.157877,0.050346,-0.190856,0.028072,-0.239001,-0.033427,-0.092182,-0.078332,0.015660,0.004452,0.028426,0.016146,0.024457,0.013621,0.057611,0.001459,0.006442,0.022049,0.022817,0.004009,0.029219,0.168835,0.016053,0.416130,0.152838,0.046219,0.761644,0.016023,0.273645,3.206803,1.065311,0.593094,0.484433,0.435566,0.335705,0.292851,0.336026,0.306107,0.285548,0.294806,0.277061,0.243051,0.025927,0.007195,0.026224,0.023065,0.036229,0.022009,0.054423,0.001992,0.009316,0.029359,0.029213,0.005697,0.016690,speech
0.164528,0.013311,2.908656,0.249688,0.219425,0.841687,0.021188,0.243529,-29.268898,2.342873,0.291467,0.109780,-0.481442,0.144987,0.052273,-0.200201,0.023588,-0.231628,-0.028771,-0.089130,-0.082370,0.015601,0.004541,0.028602,0.015669,0.024463,0.013369,0.056530,0.001487,0.006596,0.022014,0.023051,0.004097,0.029158,0.171266,0.015892,0.407427,0.155716,0.048205,0.758366,0.016693,0.276069,3.206195,1.090472,0.624709,0.448642,0.443090,0.379239,0.290357,0.344195,0.289367,0.292899,0.299670,0.288494,0.271253,0.025810,0.007216,0.027038,0.022472,0.037169,0.021767,0.054225,0.001913,0.009532,0.030147,0.029691,0.005999,0.016925,speech
